"","Brazil","France","United Kingdom","Greece","Ireland","South Africa","Spain","Marroco","USA","India","Japan","Australia","Mexico","China","Saudi Arabia"
"358",0,0,1,0,1,1,0,0,0,0,1,1,0,1,1
"359",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"360",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"361",0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"362",1,1,1,0,0,0,1,1,0,1,0,0,1,0,1
"363",0,0,0,1,0,0,1,1,0,1,1,1,0,0,1
"364",1,1,1,1,1,1,1,0,0,0,1,1,1,0,1
"365",0,1,0,1,0,1,1,1,1,1,0,1,0,0,0
"366",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"367",1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
"368",1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
"369",1,0,0,1,0,1,0,0,0,0,1,1,0,0,1
"370",0,1,1,0,0,0,1,1,1,1,0,1,1,0,1
"371",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"372",0,0,0,0,0,1,0,0,0,1,0,1,0,1,1
"373",1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"374",1,0,0,1,1,0,0,0,1,0,1,0,1,0,0
"375",0,0,1,1,1,0,0,1,0,1,0,0,1,1,0
"376",1,0,0,0,0,1,1,1,1,1,1,0,1,1,1
"377",1,0,1,0,0,1,1,0,1,1,0,1,1,1,1
"378",1,0,1,0,0,1,0,1,1,1,0,1,1,1,1
"379",0,1,1,1,1,1,1,1,1,0,1,0,0,1,0
"380",1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
"381",0,1,1,0,0,0,1,1,1,1,0,1,0,0,0
"382",1,0,0,1,0,1,0,1,0,1,0,1,0,1,1
"383",1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"384",1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
"385",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"386",1,1,1,1,1,1,1,0,0,1,0,0,1,0,1
"387",0,1,1,1,1,1,1,0,1,0,1,1,1,0,1
"388",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"389",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"390",1,1,1,0,0,0,1,1,1,1,0,1,1,1,1
"391",0,1,0,1,0,1,0,1,0,1,1,1,0,0,1
"392",1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
"393",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"394",1,1,1,0,0,1,1,1,1,1,0,1,1,1,1
"395",1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
"396",0,0,0,1,1,0,0,1,1,1,1,1,1,1,0
"397",1,0,0,0,0,1,0,1,1,0,0,1,1,0,1
"398",1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"399",1,1,1,0,1,0,1,0,1,0,0,1,1,0,1
"400",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"401",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"402",1,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"403",0,1,1,0,0,1,1,1,0,1,1,1,0,0,0
"404",0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
"405",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"406",1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"407",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"408",0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
"409",1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"410",1,1,1,0,0,1,1,0,1,0,0,1,1,1,1
"411",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"412",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"413",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
"414",1,1,1,0,1,1,1,0,1,1,0,0,1,0,1
"415",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"416",0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
"417",1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
"418",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"419",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"420",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"421",0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
"422",0,0,1,1,0,0,0,0,1,1,1,1,1,1,1
"423",0,1,1,0,1,0,1,0,1,1,0,0,0,0,1
"424",1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
"425",1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
"426",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"427",1,1,1,0,1,0,1,1,0,0,1,1,0,1,1
"428",1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
"429",0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
"430",1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
"431",1,1,1,0,1,1,1,1,1,0,0,0,1,1,0
"432",0,1,1,0,1,0,1,1,1,0,1,0,0,0,1
"433",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"434",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"435",0,1,1,1,1,0,1,0,0,0,1,1,0,0,0
"436",0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
"437",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"438",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"439",0,0,0,1,0,0,0,1,0,1,1,0,1,1,1
"440",1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
"441",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"442",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"443",1,1,1,1,1,0,1,0,1,0,1,0,1,0,0
"444",1,0,0,0,0,1,0,1,1,1,0,1,0,0,0
"445",0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
"446",0,1,1,1,1,0,0,1,0,1,1,1,0,1,1
"447",1,1,1,1,1,0,0,1,1,0,0,1,1,1,1
"448",1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
"449",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"450",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"451",1,0,0,1,0,0,1,0,1,0,1,1,1,0,0
"452",1,1,1,1,1,1,0,0,0,1,0,1,1,0,1
"453",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"454",0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
"455",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"456",0,0,0,0,1,0,0,0,1,1,1,0,1,1,0
"457",0,1,0,0,1,1,1,0,0,1,1,1,0,1,0
"458",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"459",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"460",0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
"461",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"462",1,1,1,0,1,0,1,0,1,1,1,0,0,0,1
"463",0,0,0,0,0,1,0,1,0,0,0,1,1,1,0
"464",0,1,0,0,1,0,0,1,1,1,0,1,0,0,0
"465",0,0,0,1,1,1,0,1,0,1,0,0,0,0,1
"466",1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
"467",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"468",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
"469",0,0,0,0,0,1,0,0,1,1,0,1,1,1,0
"470",1,1,0,0,1,0,1,0,1,1,0,0,1,0,0
"471",0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
"472",0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"473",1,1,1,0,1,1,1,0,1,1,0,1,1,0,1
"474",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"475",0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
"476",1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"477",0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
"478",1,1,1,1,1,0,1,0,1,0,1,0,1,1,0
"479",0,0,0,0,1,0,0,0,0,0,1,1,0,1,1
"480",1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
"481",0,1,1,0,1,0,1,0,1,1,1,0,0,1,0
"482",0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
"483",0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
"484",1,1,1,1,1,0,1,0,1,0,0,0,1,1,1
"485",0,0,1,1,1,1,1,0,1,1,1,1,1,0,1
"486",0,0,0,1,0,0,0,1,0,0,1,1,0,1,1
"487",1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
"488",1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
"489",1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"490",1,0,0,1,0,1,0,0,0,1,1,0,0,0,1
"491",0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"492",1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
"493",1,1,0,1,0,1,1,0,1,0,1,1,1,1,0
"494",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"495",0,0,0,1,1,1,0,0,0,0,1,1,1,1,1
"496",1,1,1,0,1,1,1,0,1,0,0,0,1,1,1
"497",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"498",0,0,0,0,1,1,0,0,1,1,1,1,0,1,1
"499",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"500",1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
"501",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"502",1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
"503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"504",0,1,0,1,1,1,1,1,0,0,0,1,1,1,1
"505",1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
"506",0,1,1,0,1,1,1,0,1,0,0,1,0,1,1
"507",1,1,1,0,1,1,1,0,1,0,1,1,1,1,0
"508",1,1,1,0,0,0,1,0,1,0,1,0,0,1,0
"509",0,0,1,0,1,1,0,0,1,1,1,1,1,1,1
"510",1,1,1,0,1,0,1,0,0,0,1,0,1,1,1
"511",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"512",0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
"513",0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"514",0,1,1,0,1,0,1,1,0,0,0,0,0,1,0
"515",1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"516",0,1,0,0,1,0,1,1,1,1,1,1,0,1,1
"517",0,1,1,0,0,0,1,0,1,0,1,0,1,1,0
"518",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"519",1,1,0,1,1,1,1,0,1,1,1,0,1,1,0
"520",0,1,0,1,1,0,1,1,1,1,0,0,0,1,0
"521",1,0,0,0,0,1,0,1,0,0,1,1,1,0,1
"522",0,1,1,0,1,1,0,1,1,0,0,1,1,0,1
"523",1,1,0,1,0,0,0,1,0,0,1,1,1,0,0
"524",1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
"525",1,1,0,1,1,0,1,0,1,1,0,1,0,0,0
"526",0,0,1,0,0,1,0,1,0,1,1,1,0,0,1
"527",0,1,1,0,1,1,1,0,0,1,1,1,0,1,1
"528",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"529",1,1,1,0,1,1,1,0,1,1,0,1,1,1,0
"530",0,1,1,0,1,1,0,1,1,1,1,0,1,0,1
"531",1,1,1,0,1,1,1,1,0,1,1,0,1,1,0
"532",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"533",0,1,0,1,1,0,1,0,0,1,0,1,0,0,1
"534",1,1,1,0,1,1,0,1,1,1,1,1,1,0,1
"535",0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
"536",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"537",1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
"538",1,1,1,0,1,0,0,0,1,1,1,1,1,1,1
"539",0,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"540",1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
"541",0,1,1,0,1,0,0,1,0,0,0,0,0,1,0
"542",0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
"543",1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
"544",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"545",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"546",0,1,0,1,1,0,1,0,0,0,1,1,1,1,0
"547",0,0,0,0,1,0,0,0,0,1,1,1,0,1,1
"548",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"549",0,1,1,1,1,1,1,0,1,0,1,1,0,1,1
"550",0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
"551",0,0,0,1,0,0,0,0,1,1,0,1,1,1,0
"552",1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
"553",1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
"554",0,1,1,1,0,1,0,0,1,0,1,0,0,0,0
"555",1,0,0,0,0,1,0,0,1,1,1,0,0,1,0
"556",0,1,1,0,1,1,1,0,1,1,1,0,0,0,0
"557",0,1,1,0,0,1,0,0,1,1,0,1,0,1,1
"558",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"559",1,1,1,0,0,0,1,1,1,1,1,1,1,1,0
"560",1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
"561",0,0,0,0,0,1,0,1,1,0,1,1,1,0,1
"562",0,1,1,0,1,0,1,1,1,1,0,0,1,0,0
"563",0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
"564",0,1,1,1,1,1,0,1,1,1,0,1,1,0,0
"565",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"566",0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
"567",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"568",0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
"569",0,1,1,0,1,1,0,0,1,1,0,0,1,1,0
"570",0,0,0,0,1,0,0,1,0,0,1,1,0,1,1
"571",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"572",0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
"573",0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"574",1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
"575",1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"576",0,0,1,1,0,0,0,1,1,0,1,0,0,0,0
"577",0,0,0,0,0,0,0,1,0,1,1,0,0,1,1
"578",0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
"579",0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"580",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"581",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"582",1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
"583",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"584",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"585",1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
"586",0,1,1,1,1,0,1,1,1,1,1,0,0,1,1
"587",0,0,0,1,0,1,1,0,0,1,1,1,1,0,0
"588",1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
"589",0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
"590",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
"591",0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
"592",0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
"593",1,1,1,1,1,0,1,1,0,1,0,1,1,1,1
"594",0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"595",1,1,1,0,0,1,1,1,1,1,0,1,1,1,0
"596",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"597",0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"598",1,0,0,1,1,1,0,0,0,1,1,0,0,1,0
"599",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"600",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"601",0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
"602",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"603",0,0,0,0,0,1,0,1,0,1,1,1,0,0,1
"604",1,1,1,1,1,0,1,1,1,0,0,1,1,1,1
"605",0,0,1,1,1,1,1,0,0,1,1,1,1,1,1
"606",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"607",0,0,1,0,0,1,0,0,1,1,0,0,1,1,0
"608",1,0,1,1,0,1,1,1,0,0,1,1,0,1,0
"609",0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"610",1,1,0,0,0,1,0,0,0,1,1,0,0,1,0
"611",0,0,1,0,0,1,1,0,1,0,1,1,1,0,0
"612",1,0,1,1,0,0,1,1,1,0,1,0,1,0,1
"613",0,1,1,0,1,1,1,0,1,1,1,0,1,0,1
"614",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"615",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"616",1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"617",0,1,0,1,1,1,1,0,1,1,1,0,1,1,1
"618",0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
"619",0,0,0,1,0,1,1,0,0,1,1,0,1,0,1
"620",0,0,1,0,0,1,0,1,1,0,1,0,1,0,1
"621",1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
"622",0,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"623",1,1,0,1,1,1,0,0,1,1,1,1,1,0,0
"624",0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"625",0,0,0,1,1,1,1,0,0,1,1,1,0,1,1
"626",0,1,1,0,1,1,1,1,1,1,0,0,1,0,0
"627",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"628",1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
"629",0,1,1,0,0,1,1,1,0,1,1,1,1,0,1
"630",1,0,1,0,0,1,0,1,1,1,0,0,1,1,0
"631",0,1,1,0,1,1,1,0,0,1,1,1,0,1,1
"632",1,0,1,0,0,1,0,0,0,0,0,0,1,0,1
"633",1,1,1,1,1,0,1,0,1,0,1,0,1,1,1
"634",0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
"635",0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
"636",1,1,1,1,1,1,1,0,1,1,0,1,0,0,1
"637",1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"638",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"639",0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
"640",0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
"641",0,1,0,0,1,0,1,1,0,0,1,1,0,0,1
"642",1,1,1,1,0,0,0,0,1,1,1,1,1,1,1
"643",0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"644",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"645",1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
"646",0,1,1,1,1,1,0,1,0,1,1,1,0,0,1
"647",1,0,0,0,0,1,1,0,0,1,1,1,1,1,1
"648",1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"649",1,0,0,0,0,0,1,1,0,1,1,1,0,0,0
"650",1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
"651",0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
"652",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"653",1,0,0,1,1,1,0,1,0,0,1,1,1,1,1
"654",0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
"655",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"656",0,0,0,1,0,1,0,1,1,1,0,1,1,1,1
"657",0,0,0,1,0,0,0,1,1,1,0,1,0,1,0
"658",0,0,0,1,1,0,1,0,0,1,1,0,0,0,1
"659",1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
"660",1,1,1,0,1,0,1,1,1,0,0,1,0,0,1
"661",1,1,0,0,1,1,1,1,0,1,0,1,0,1,1
"662",0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"663",0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
"664",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"665",1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
"666",0,1,0,1,0,0,1,1,1,0,0,0,1,0,1
"667",0,0,0,0,1,0,1,1,0,0,1,1,1,1,1
"668",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"669",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"670",1,1,0,1,0,1,0,0,1,1,1,0,1,1,1
"671",0,1,1,0,1,1,0,1,1,0,1,1,0,0,0
"672",1,1,1,0,1,1,1,0,1,1,0,0,1,0,1
"673",0,0,0,1,1,0,0,1,0,0,0,1,1,0,1
"674",1,0,0,1,1,0,1,0,1,1,1,0,0,0,1
"675",0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
"676",0,1,1,1,0,1,1,0,1,1,1,1,1,0,1
"677",1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
"678",1,1,1,0,0,0,1,0,1,1,1,0,1,0,1
"679",0,0,0,1,1,1,0,0,0,0,1,1,0,0,1
"680",1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
"681",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"682",0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
"683",1,1,1,0,1,1,1,0,1,1,1,0,1,0,1
"684",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"685",0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
"686",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"687",0,0,0,1,1,1,0,1,1,1,1,0,1,1,1
"688",1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"689",0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
"690",0,1,1,1,1,0,1,1,1,1,1,1,0,0,1
"691",0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
"692",0,0,1,1,0,1,0,0,0,1,1,0,1,1,1
"693",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"694",1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
"695",0,0,0,0,1,1,0,0,0,0,1,1,0,1,1
"696",0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
"697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"698",1,1,0,1,1,0,1,0,0,1,0,0,0,0,1
"699",0,0,1,1,1,1,0,0,0,1,1,1,0,1,1
"700",0,1,1,0,0,1,0,1,1,1,0,1,1,0,0
"701",0,1,1,1,0,0,1,1,1,0,1,1,0,0,1
"702",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"703",1,1,1,1,1,1,0,1,1,0,1,1,1,0,0
"704",1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
"705",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
"706",1,0,0,0,0,0,1,0,0,1,1,1,0,1,1
"707",0,0,0,1,1,0,1,1,0,1,0,0,0,1,0
"708",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"709",0,0,1,1,0,0,1,1,1,1,1,1,0,0,0
"710",0,0,0,1,1,1,1,1,0,0,0,1,1,0,0
"711",0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
"712",1,1,0,0,1,0,1,0,1,1,1,0,1,1,0
"713",1,1,0,1,0,1,1,1,1,0,0,1,1,0,1
"714",0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
"715",0,1,1,0,0,1,1,0,0,1,1,1,0,1,0
